Sigla;Código;Município;2022;
MG;3160603;Santo Hipólito;0;
MG;3160702;Santos Dumont;3;
MG;3160801;São Bento Abade;0;
MG;3160900;São Brás do Suaçuí;0;
MG;3160959;São Domingos das Dores;0;
MG;3161007;São Domingos do Prata;0;
MG;3161056;São Félix de Minas;0;
MG;3161106;São Francisco;5;
MG;3161205;São Francisco de Paula;0;
MG;3161304;São Francisco de Sales;0;
MG;3161403;São Francisco do Glória;0;
MG;3161502;São Geraldo;5;
MG;3161601;São Geraldo da Piedade;0;
MG;3161650;São Geraldo do Baixio;0;
MG;3161700;São Gonçalo do Abaeté;0;
MG;3161809;São Gonçalo do Pará;0;
MG;3161908;São Gonçalo do Rio Abaixo;1;
MG;3162005;São Gonçalo do Sapucaí;3;
MG;3162104;São Gotardo;9;
MG;3162203;São João Batista do Glória;1;
MG;3162252;São João da Lagoa;0;
MG;3162302;São João da Mata;0;
MG;3162401;São João da Ponte;2;
MG;3162450;São João das Missões;3;
MG;3162500;São João del Rei;4;
MG;3162559;São João do Manhuaçu;1;
MG;3162575;São João do Manteninha;5;
MG;3162609;São João do Oriente;1;
MG;3162658;São João do Pacuí;0;
MG;3162708;São João do Paraíso;1;
MG;3162807;São João Evangelista;0;
MG;3162906;São João Nepomuceno;7;
MG;3162922;São Joaquim de Bicas;6;
MG;3162948;São José da Barra;0;
MG;3162955;São José da Lapa;1;
MG;3163003;São José da Safira;0;
MG;3163102;São José da Varginha;0;
MG;3163201;São José do Alegre;0;
MG;3163300;São José do Divino;1;
MG;3163409;São José do Goiabal;1;
MG;3163508;São José do Jacuri;1;
MG;3163607;São José do Mantimento;0;
MG;3163706;São Lourenço;5;
MG;3163805;São Miguel do Anta;2;
MG;3163904;São Pedro da União;0;
MG;3164001;São Pedro dos Ferros;0;
MG;3164100;São Pedro do Suaçuí;1;
MG;3164209;São Romão;3;
MG;3164308;São Roque de Minas;0;
MG;3164407;São Sebastião da Bela Vista;1;
MG;3164431;São Sebastião da Vargem Alegre;1;
MG;3164472;São Sebastião do Anta;4;
MG;3164506;São Sebastião do Maranhão;0;
MG;3164605;São Sebastião do Oeste;0;
MG;3164704;São Sebastião do Paraíso;4;
MG;3164803;São Sebastião do Rio Preto;0;
MG;3164902;São Sebastião do Rio Verde;0;
MG;3165008;São Tiago;0;
MG;3165107;São Tomás de Aquino;1;
MG;3165206;São Thomé das Letras;1;
MG;3165305;São Vicente de Minas;0;
MG;3165404;Sapucaí-Mirim;0;
MG;3165503;Sardoá;3;
MG;3165537;Sarzedo;1;
MG;3165552;Setubinha;2;
MG;3165560;Sem-Peixe;0;
MG;3165578;Senador Amaral;1;
MG;3165602;Senador Cortes;0;
MG;3165701;Senador Firmino;2;
MG;3165800;Senador José Bento;0;
MG;3165909;Senador Modestino Gonçalves;0;
MG;3166006;Senhora de Oliveira;0;
MG;3166105;Senhora do Porto;0;
MG;3166204;Senhora dos Remédios;0;
MG;3166303;Sericita;1;
MG;3166402;Seritinga;0;
MG;3166501;Serra Azul de Minas;0;
MG;3166600;Serra da Saudade;0;
MG;3166709;Serra dos Aimorés;2;
MG;3166808;Serra do Salitre;4;
MG;3166907;Serrania;0;
MG;3166956;Serranópolis de Minas;1;
MG;3167004;Serranos;0;
MG;3167103;Serro;3;
MG;3167202;Sete Lagoas;40;
MG;3167301;Silveirânia;0;
MG;3167400;Silvianópolis;0;
MG;3167509;Simão Pereira;0;
MG;3167608;Simonésia;8;
MG;3167707;Sobrália;1;
MG;3167806;Soledade de Minas;0;
MG;3167905;Tabuleiro;2;
MG;3168002;Taiobeiras;1;
MG;3168051;Taparuba;1;
MG;3168101;Tapira;0;
MG;3168200;Tapiraí;0;
MG;3168309;Taquaraçu de Minas;0;
MG;3168408;Tarumirim;1;
MG;3168507;Teixeiras;5;
MG;3168606;Teófilo Otoni;20;
MG;3168705;Timóteo;24;
MG;3168804;Tiradentes;0;
MG;3168903;Tiros;2;
MG;3169000;Tocantins;6;
MG;3169059;Tocos do Moji;0;
MG;3169109;Toledo;0;
MG;3169208;Tombos;0;
MG;3169307;Três Corações;8;
MG;3169356;Três Marias;8;
MG;3169406;Três Pontas;3;
MG;3169505;Tumiritinga;1;
MG;3169604;Tupaciguara;4;
MG;3169703;Turmalina;0;
MG;3169802;Turvolândia;0;
MG;3169901;Ubá;20;
MG;3170008;Ubaí;2;
MG;3170057;Ubaporanga;1;
MG;3170107;Uberaba;22;
MG;3170206;Uberlândia;33;
MG;3170305;Umburatiba;0;
MG;3170404;Unaí;11;
MG;3170438;União de Minas;0;
MG;3170479;Uruana de Minas;1;
MG;3170503;Urucânia;0;
MG;3170529;Urucuia;3;
MG;3170578;Vargem Alegre;0;
MG;3170602;Vargem Bonita;0;
MG;3170651;Vargem Grande do Rio Pardo;0;
MG;3170701;Varginha;8;
MG;3170750;Varjão de Minas;1;
MG;3170800;Várzea da Palma;2;
MG;3170909;Varzelândia;3;
MG;3171006;Vazante;0;
MG;3171030;Verdelândia;2;
MG;3171071;Veredinha;0;
MG;3171105;Veríssimo;0;
MG;3171154;Vermelho Novo;0;
MG;3171204;Vespasiano;28;
MG;3171303;Viçosa;25;
MG;3171402;Vieiras;0;
MG;3171501;Mathias Lobato;1;
MG;3171600;Virgem da Lapa;1;
MG;3171709;Virgínia;1;
MG;3171808;Virginópolis;2;
MG;3171907;Virgolândia;0;
MG;3172004;Visconde do Rio Branco;21;
MG;3172103;Volta Grande;0;
MG;3172202;Wenceslau Braz;1;
RJ;3300100;Angra dos Reis;66;
RJ;3300159;Aperibé;2;
RJ;3300209;Araruama;39;
RJ;3300225;Areal;0;
RJ;3300233;Armação dos Búzios;19;
RJ;3300258;Arraial do Cabo;7;
RJ;3300308;Barra do Piraí;19;
RJ;3300407;Barra Mansa;52;
RJ;3300456;Belford Roxo;119;
RJ;3300506;Bom Jardim;3;
RJ;3300605;Bom Jesus do Itabapoana;6;
RJ;3300704;Cabo Frio;71;
RJ;3300803;Cachoeiras de Macacu;17;
RJ;3300902;Cambuci;2;
RJ;3300936;Carapebus;5;
RJ;3300951;Comendador Levy Gasparian;1;
RJ;3301009;Campos dos Goytacazes;126;
RJ;3301108;Cantagalo;0;
RJ;3301157;Cardoso Moreira;0;
RJ;3301207;Carmo;1;
RJ;3301306;Casimiro de Abreu;15;
RJ;3301405;Conceição de Macabu;11;
RJ;3301504;Cordeiro;2;
RJ;3301603;Duas Barras;1;
RJ;3301702;Duque de Caxias;303;
RJ;3301801;Engenheiro Paulo de Frontin;0;
RJ;3301850;Guapimirim;22;
RJ;3301876;Iguaba Grande;8;
RJ;3301900;Itaboraí;88;
RJ;3302007;Itaguaí;42;
RJ;3302056;Italva;3;
RJ;3302106;Itaocara;3;
RJ;3302205;Itaperuna;36;
RJ;3302254;Itatiaia;5;
RJ;3302270;Japeri;23;
RJ;3302304;Laje do Muriaé;3;
RJ;3302403;Macaé;97;
RJ;3302452;Macuco;0;
RJ;3302502;Magé;88;
RJ;3302601;Mangaratiba;2;
RJ;3302700;Maricá;31;
RJ;3302809;Mendes;2;
RJ;3302858;Mesquita;34;
RJ;3302908;Miguel Pereira;2;
RJ;3303005;Miracema;4;
RJ;3303104;Natividade;0;
RJ;3303203;Nilópolis;36;
RJ;3303302;Niterói;88;
RJ;3303401;Nova Friburgo;16;
RJ;3303500;Nova Iguaçu;198;
RJ;3303609;Paracambi;6;
RJ;3303708;Paraíba do Sul;7;
RJ;3303807;Parati;23;
RJ;3303856;Paty do Alferes;5;
RJ;3303906;Petrópolis;27;
RJ;3303955;Pinheiral;5;
RJ;3304003;Piraí;5;
RJ;3304102;Porciúncula;1;
RJ;3304110;Porto Real;10;
RJ;3304128;Quatis;1;
RJ;3304144;Queimados;52;
RJ;3304151;Quissamã;10;
RJ;3304201;Resende;38;
RJ;3304300;Rio Bonito;6;
RJ;3304409;Rio Claro;6;
RJ;3304508;Rio das Flores;0;
RJ;3304524;Rio das Ostras;46;
RJ;3304557;Rio de Janeiro;1042;
RJ;3304607;Santa Maria Madalena;1;
RJ;3304706;Santo Antônio de Pádua;10;
RJ;3304755;São Francisco de Itabapoana;33;
RJ;3304805;São Fidélis;3;
RJ;3304904;São Gonçalo;251;
RJ;3305000;São João da Barra;8;
RJ;3305109;São João de Meriti;139;
RJ;3305133;São José de Ubá;1;
RJ;3305158;São José do Vale do Rio Preto;0;
RJ;3305208;São Pedro da Aldeia;22;
RJ;3305307;São Sebastião do Alto;0;
RJ;3305406;Sapucaia;2;
RJ;3305505;Saquarema;16;
RJ;3305554;Seropédica;9;
RJ;3305604;Silva Jardim;4;
RJ;3305703;Sumidouro;1;
RJ;3305752;Tanguá;9;
RJ;3305802;Teresópolis;32;
RJ;3305901;Trajano de Morais;1;
RJ;3306008;Três Rios;25;
RJ;3306107;Valença;9;
RJ;3306156;Varre-Sai;0;
RJ;3306206;Vassouras;3;
RJ;3306305;Volta Redonda;73;
RJ;3399919;Sâo João Marcos;;
RJ;3399929;São Sebastião do Parahyba;;
SP;3500105;Adamantina;2;
SP;3500204;Adolfo;1;
SP;3500303;Aguaí;1;
SP;3500402;Águas da Prata;0;
SP;3500501;Águas de Lindóia;0;
SP;3500550;Águas de Santa Bárbara;0;
SP;3500600;Águas de São Pedro;1;
SP;3500709;Agudos;5;
SP;3500758;Alambari;0;
SP;3500808;Alfredo Marcondes;0;
SP;3500907;Altair;0;
SP;3501004;Altinópolis;0;
SP;3501103;Alto Alegre;0;
SP;3501152;Alumínio;0;
SP;3501202;Álvares Florence;0;
SP;3501301;Álvares Machado;6;
SP;3501400;Álvaro de Carvalho;0;
SP;3501509;Alvinlândia;0;
SP;3501608;Americana;14;
SP;3501707;Américo Brasiliense;8;
SP;3501806;Américo de Campos;0;
SP;3501905;Amparo;0;
SP;3502002;Analândia;1;
SP;3502101;Andradina;7;
SP;3502200;Angatuba;1;
SP;3502309;Anhembi;2;
SP;3502408;Anhumas;0;
SP;3502507;Aparecida;10;
SP;3502606;Aparecida d'Oeste;1;
SP;3502705;Apiaí;5;
SP;3502754;Araçariguama;2;
SP;3502804;Araçatuba;36;
SP;3502903;Araçoiaba da Serra;4;
SP;3503000;Aramina;0;
SP;3503109;Arandu;0;
SP;3503158;Arapeí;1;
SP;3503208;Araraquara;9;
SP;3503307;Araras;14;
SP;3503356;Arco-Íris;0;
SP;3503406;Arealva;2;
SP;3503505;Areias;0;
SP;3503604;Areiópolis;2;
SP;3503703;Ariranha;0;
SP;3503802;Artur Nogueira;2;
SP;3503901;Arujá;3;
SP;3503950;Aspásia;0;
SP;3504008;Assis;11;
SP;3504107;Atibaia;5;
SP;3504206;Auriflama;3;
SP;3504305;Avaí;1;
SP;3504404;Avanhandava;1;
SP;3504503;Avaré;1;
SP;3504602;Bady Bassitt;1;
SP;3504701;Balbinos;0;
SP;3504800;Bálsamo;1;
SP;3504909;Bananal;0;
SP;3505005;Barão de Antonina;0;
SP;3505104;Barbosa;0;
SP;3505203;Bariri;2;
SP;3505302;Barra Bonita;0;
SP;3505351;Barra do Chapéu;0;
SP;3505401;Barra do Turvo;0;
SP;3505500;Barretos;16;
SP;3505609;Barrinha;2;
SP;3505708;Barueri;20;
SP;3505807;Bastos;3;
SP;3505906;Batatais;1;
SP;3506003;Bauru;29;
SP;3506102;Bebedouro;11;
SP;3506201;Bento de Abreu;0;
SP;3506300;Bernardino de Campos;0;
SP;3506359;Bertioga;5;
SP;3506409;Bilac;0;
SP;3506508;Birigui;16;
SP;3506607;Biritiba-Mirim;2;
SP;3506706;Boa Esperança do Sul;0;
SP;3506805;Bocaina;0;
SP;3506904;Bofete;0;
SP;3507001;Boituva;1;
SP;3507100;Bom Jesus dos Perdões;5;
SP;3507159;Bom Sucesso de Itararé;0;
SP;3507209;Borá;0;
SP;3507308;Boracéia;0;
SP;3507407;Borborema;0;
SP;3507456;Borebi;0;
SP;3507506;Botucatu;4;
SP;3507605;Bragança Paulista;8;
SP;3507704;Braúna;0;
SP;3507753;Brejo Alegre;1;
SP;3507803;Brodowski;4;
SP;3507902;Brotas;3;
SP;3508009;Buri;5;
SP;3508108;Buritama;1;
SP;3508207;Buritizal;1;
SP;3508306;Cabrália Paulista;0;
SP;3508405;Cabreúva;4;
SP;3508504;Caçapava;22;
SP;3508603;Cachoeira Paulista;3;
SP;3508702;Caconde;2;
SP;3508801;Cafelândia;2;
SP;3508900;Caiabu;0;
SP;3509007;Caieiras;6;
SP;3509106;Caiuá;1;
SP;3509205;Cajamar;11;
SP;3509254;Cajati;2;
SP;3509304;Cajobi;1;
SP;3509403;Cajuru;2;
SP;3509452;Campina do Monte Alegre;1;
SP;3509502;Campinas;134;
SP;3509601;Campo Limpo Paulista;8;
SP;3509700;Campos do Jordão;1;
SP;3509809;Campos Novos Paulista;1;
SP;3509908;Cananéia;2;
SP;3509957;Canas;4;
SP;3510005;Cândido Mota;0;
SP;3510104;Cândido Rodrigues;0;
SP;3510153;Canitar;0;
SP;3510203;Capão Bonito;2;
SP;3510302;Capela do Alto;1;
SP;3510401;Capivari;4;
SP;3510500;Caraguatatuba;33;
SP;3510609;Carapicuíba;33;
SP;3510708;Cardoso;1;
SP;3510807;Casa Branca;1;
SP;3510906;Cássia dos Coqueiros;1;
SP;3511003;Castilho;2;
SP;3511102;Catanduva;7;
SP;3511201;Catiguá;0;
SP;3511300;Cedral;2;
SP;3511409;Cerqueira César;2;
SP;3511508;Cerquilho;0;
SP;3511607;Cesário Lange;4;
SP;3511706;Charqueada;0;
SP;3511904;Clementina;2;
SP;3512001;Colina;1;
SP;3512100;Colômbia;0;
SP;3512209;Conchal;6;
SP;3512308;Conchas;2;
SP;3512407;Cordeirópolis;3;
SP;3512506;Coroados;0;
SP;3512605;Coronel Macedo;0;
SP;3512704;Corumbataí;0;
SP;3512803;Cosmópolis;6;
SP;3512902;Cosmorama;0;
SP;3513009;Cotia;27;
SP;3513108;Cravinhos;2;
SP;3513207;Cristais Paulista;0;
SP;3513306;Cruzália;0;
SP;3513405;Cruzeiro;34;
SP;3513504;Cubatão;12;
SP;3513603;Cunha;3;
SP;3513702;Descalvado;2;
SP;3513801;Diadema;31;
SP;3513850;Dirce Reis;0;
SP;3513900;Divinolândia;0;
SP;3514007;Dobrada;0;
SP;3514106;Dois Córregos;2;
SP;3514205;Dolcinópolis;0;
SP;3514304;Dourado;2;
SP;3514403;Dracena;5;
SP;3514502;Duartina;2;
SP;3514601;Dumont;0;
SP;3514700;Echaporã;0;
SP;3514809;Eldorado;0;
SP;3514908;Elias Fausto;2;
SP;3514924;Elisiário;0;
SP;3514957;Embaúba;1;
SP;3515004;Embu;23;
SP;3515103;Embu-Guaçu;3;
SP;3515129;Emilianópolis;0;
SP;3515152;Engenheiro Coelho;0;
SP;3515186;Espírito Santo do Pinhal;1;
SP;3515194;Espírito Santo do Turvo;0;
SP;3515202;Estrela d'Oeste;0;
SP;3515301;Estrela do Norte;2;
SP;3515350;Euclides da Cunha Paulista;2;
SP;3515400;Fartura;1;
SP;3515509;Fernandópolis;4;
SP;3515608;Fernando Prestes;0;
SP;3515657;Fernão;0;
SP;3515707;Ferraz de Vasconcelos;10;
SP;3515806;Flora Rica;0;
SP;3515905;Floreal;0;
SP;3516002;Flórida Paulista;0;
SP;3516101;Florínia;0;
SP;3516200;Franca;23;
SP;3516309;Francisco Morato;21;
SP;3516408;Franco da Rocha;11;
SP;3516507;Gabriel Monteiro;0;
SP;3516606;Gália;0;
SP;3516705;Garça;4;
SP;3516804;Gastão Vidigal;0;
SP;3516853;Gavião Peixoto;1;
SP;3516903;General Salgado;1;
SP;3517000;Getulina;0;
SP;3517109;Glicério;0;
SP;3517208;Guaiçara;1;
SP;3517307;Guaimbê;0;
SP;3517406;Guaíra;2;
SP;3517505;Guapiaçu;3;
SP;3517604;Guapiara;1;
SP;3517703;Guará;1;
SP;3517802;Guaraçaí;1;
SP;3517901;Guaraci;2;
SP;3518008;Guarani d'Oeste;0;
SP;3518107;Guarantã;0;
SP;3518206;Guararapes;2;
SP;3518305;Guararema;2;
SP;3518404;Guaratinguetá;19;
SP;3518503;Guareí;0;
SP;3518602;Guariba;4;
SP;3518701;Guarujá;47;
SP;3518800;Guarulhos;82;
SP;3518859;Guatapará;0;
SP;3518909;Guzolândia;1;
SP;3519006;Herculândia;0;
SP;3519055;Holambra;0;
SP;3519071;Hortolândia;21;
SP;3519105;Iacanga;1;
SP;3519204;Iacri;1;
SP;3519253;Iaras;0;
SP;3519303;Ibaté;3;
SP;3519402;Ibirá;1;
SP;3519501;Ibirarema;0;
SP;3519600;Ibitinga;3;
SP;3519709;Ibiúna;9;
SP;3519808;Icém;0;
SP;3519907;Iepê;2;
SP;3520004;Igaraçu do Tietê;1;
SP;3520103;Igarapava;2;
SP;3520202;Igaratá;1;
SP;3520301;Iguape;5;
SP;3520400;Ilhabela;2;
SP;3520426;Ilha Comprida;0;
SP;3520442;Ilha Solteira;1;
SP;3520509;Indaiatuba;14;
SP;3520608;Indiana;0;
SP;3520707;Indiaporã;0;
SP;3520806;Inúbia Paulista;0;
SP;3520905;Ipaussu;1;
SP;3521002;Iperó;4;
SP;3521101;Ipeúna;0;
SP;3521150;Ipiguá;0;
SP;3521200;Iporanga;0;
SP;3521309;Ipuã;0;
SP;3521408;Iracemápolis;2;
SP;3521507;Irapuã;0;
SP;3521606;Irapuru;0;
SP;3521705;Itaberá;1;
SP;3521804;Itaí;2;
SP;3521903;Itajobi;3;
SP;3522000;Itaju;0;
SP;3522109;Itanhaém;17;
SP;3522158;Itaóca;0;
SP;3522208;Itapecerica da Serra;6;
SP;3522307;Itapetininga;8;
SP;3522406;Itapeva;5;
SP;3522505;Itapevi;27;
SP;3522604;Itapira;5;
SP;3522653;Itapirapuã Paulista;0;
SP;3522703;Itápolis;1;
SP;3522802;Itaporanga;0;
SP;3522901;Itapuí;0;
SP;3523008;Itapura;1;
SP;3523107;Itaquaquecetuba;28;
SP;3523206;Itararé;3;
SP;3523305;Itariri;3;
SP;3523404;Itatiba;8;
SP;3523503;Itatinga;0;
SP;3523602;Itirapina;1;
SP;3523701;Itirapuã;0;
SP;3523800;Itobi;1;
SP;3523909;Itu;9;
SP;3524006;Itupeva;3;
SP;3524105;Ituverava;4;
SP;3524204;Jaborandi;0;
SP;3524303;Jaboticabal;5;
SP;3524402;Jacareí;22;
SP;3524501;Jaci;0;
SP;3524600;Jacupiranga;3;
SP;3524709;Jaguariúna;0;
SP;3524808;Jales;1;
SP;3524907;Jambeiro;0;
SP;3525003;Jandira;8;
SP;3525102;Jardinópolis;9;
SP;3525201;Jarinu;4;
SP;3525300;Jaú;6;
SP;3525409;Jeriquara;0;
SP;3525508;Joanópolis;0;
SP;3525607;João Ramalho;0;
SP;3525706;José Bonifácio;2;
SP;3525805;Júlio Mesquita;0;
SP;3525854;Jumirim;0;
SP;3525904;Jundiaí;27;
SP;3526001;Junqueirópolis;1;
SP;3526100;Juquiá;3;
SP;3526209;Juquitiba;0;
SP;3526308;Lagoinha;0;
SP;3526407;Laranjal Paulista;2;
SP;3526506;Lavínia;0;
SP;3526605;Lavrinhas;1;
SP;3526704;Leme;17;
SP;3526803;Lençóis Paulista;2;
SP;3526902;Limeira;19;
SP;3527009;Lindóia;1;
SP;3527108;Lins;8;
SP;3527207;Lorena;28;
SP;3527256;Lourdes;0;
SP;3527306;Louveira;3;
SP;3527405;Lucélia;0;
SP;3527504;Lucianópolis;0;
SP;3527603;Luís Antônio;0;
SP;3527702;Luiziânia;0;
SP;3527801;Lupércio;0;
SP;3527900;Lutécia;2;
SP;3528007;Macatuba;2;
SP;3528106;Macaubal;0;
SP;3528205;Macedônia;1;
SP;3528304;Magda;0;
SP;3528403;Mairinque;7;
SP;3528502;Mairiporã;6;
SP;3528601;Manduri;0;
SP;3528700;Marabá Paulista;0;
SP;3528809;Maracaí;0;
SP;3528858;Marapoama;0;
SP;3528908;Mariápolis;1;
SP;3529005;Marília;14;
SP;3529104;Marinópolis;0;
SP;3529203;Martinópolis;0;
SP;3529302;Matão;4;
SP;3529401;Mauá;25;
SP;3529500;Mendonça;1;
SP;3529609;Meridiano;0;
SP;3529658;Mesópolis;0;
SP;3529708;Miguelópolis;1;
SP;3529807;Mineiros do Tietê;0;
SP;3529906;Miracatu;4;
SP;3530003;Mira Estrela;0;
SP;3530102;Mirandópolis;3;
SP;3530201;Mirante do Paranapanema;1;
SP;3530300;Mirassol;5;
SP;3530409;Mirassolândia;0;
SP;3530508;Mococa;4;
SP;3530607;Moji das Cruzes;22;
SP;3530706;Mogi Guaçu;15;
SP;3530805;Moji-Mirim;13;
SP;3530904;Mombuca;0;
SP;3531001;Monções;0;
SP;3531100;Mongaguá;1;
SP;3531209;Monte Alegre do Sul;0;
SP;3531308;Monte Alto;5;
SP;3531407;Monte Aprazível;1;
SP;3531506;Monte Azul Paulista;0;
SP;3531605;Monte Castelo;1;
SP;3531704;Monteiro Lobato;0;
SP;3531803;Monte Mor;13;
SP;3531902;Morro Agudo;2;
SP;3532009;Morungaba;0;
SP;3532058;Motuca;0;
SP;3532108;Murutinga do Sul;0;
SP;3532157;Nantes;0;
SP;3532207;Narandiba;0;
SP;3532306;Natividade da Serra;0;
SP;3532405;Nazaré Paulista;4;
SP;3532504;Neves Paulista;0;
SP;3532603;Nhandeara;0;
SP;3532702;Nipoã;0;
SP;3532801;Nova Aliança;0;
SP;3532827;Nova Campina;0;
SP;3532843;Nova Canaã Paulista;0;
SP;3532868;Nova Castilho;0;
SP;3532900;Nova Europa;0;
SP;3533007;Nova Granada;7;
SP;3533106;Nova Guataporanga;0;
SP;3533205;Nova Independência;0;
SP;3533254;Novais;0;
SP;3533304;Nova Luzitânia;0;
SP;3533403;Nova Odessa;2;
SP;3533502;Novo Horizonte;1;
SP;3533601;Nuporanga;0;
SP;3533700;Ocauçu;0;
SP;3533809;Óleo;1;
SP;3533908;Olímpia;4;
SP;3534005;Onda Verde;0;
SP;3534104;Oriente;0;
SP;3534203;Orindiúva;0;
SP;3534302;Orlândia;3;
SP;3534401;Osasco;61;
SP;3534500;Oscar Bressane;0;
SP;3534609;Osvaldo Cruz;2;
SP;3534708;Ourinhos;7;
SP;3534757;Ouroeste;0;
SP;3534807;Ouro Verde;0;
SP;3534906;Pacaembu;1;
SP;3535002;Palestina;2;
SP;3535101;Palmares Paulista;0;
SP;3535200;Palmeira d'Oeste;1;
SP;3535309;Palmital;2;
SP;3535408;Panorama;0;
SP;3535507;Paraguaçu Paulista;3;
SP;3535606;Paraibuna;3;
SP;3535705;Paraíso;1;
SP;3535804;Paranapanema;1;
SP;3535903;Paranapuã;0;
SP;3536000;Parapuã;0;
SP;3536109;Pardinho;0;
SP;3536208;Pariquera-Açu;0;
SP;3536257;Parisi;0;
SP;3536307;Patrocínio Paulista;0;
SP;3536406;Paulicéia;1;
SP;3536505;Paulínia;8;
SP;3536570;Paulistânia;0;
SP;3536604;Paulo de Faria;0;
SP;3536703;Pederneiras;2;
SP;3536802;Pedra Bela;1;
SP;3536901;Pedranópolis;0;
SP;3537008;Pedregulho;2;
SP;3537107;Pedreira;5;
SP;3537156;Pedrinhas Paulista;1;
SP;3537206;Pedro de Toledo;3;
SP;3537305;Penápolis;6;
SP;3537404;Pereira Barreto;5;
SP;3537503;Pereiras;0;
SP;3537602;Peruíbe;8;
SP;3537701;Piacatu;0;
SP;3537800;Piedade;6;
SP;3537909;Pilar do Sul;1;
SP;3538006;Pindamonhangaba;12;
SP;3538105;Pindorama;0;
SP;3538204;Pinhalzinho;5;
SP;3538303;Piquerobi;1;
SP;3538501;Piquete;2;
SP;3538600;Piracaia;1;
SP;3538709;Piracicaba;39;
SP;3538808;Piraju;0;
SP;3538907;Pirajuí;2;
SP;3539004;Pirangi;0;
SP;3539103;Pirapora do Bom Jesus;2;
SP;3539202;Pirapozinho;2;
SP;3539301;Pirassununga;4;
SP;3539400;Piratininga;0;
SP;3539509;Pitangueiras;0;
SP;3539608;Planalto;0;
SP;3539707;Platina;0;
SP;3539806;Poá;1;
SP;3539905;Poloni;1;
SP;3540002;Pompéia;0;
SP;3540101;Pongaí;0;
SP;3540200;Pontal;3;
SP;3540259;Pontalinda;0;
SP;3540309;Pontes Gestal;0;
SP;3540408;Populina;1;
SP;3540507;Porangaba;1;
SP;3540606;Porto Feliz;1;
SP;3540705;Porto Ferreira;6;
SP;3540754;Potim;8;
SP;3540804;Potirendaba;5;
SP;3540853;Pracinha;0;
SP;3540903;Pradópolis;0;
SP;3541000;Praia Grande;38;
SP;3541059;Pratânia;0;
SP;3541109;Presidente Alves;0;
SP;3541208;Presidente Bernardes;0;
SP;3541307;Presidente Epitácio;3;
SP;3541406;Presidente Prudente;25;
SP;3541505;Presidente Venceslau;3;
SP;3541604;Promissão;5;
SP;3541653;Quadra;0;
SP;3541703;Quatá;1;
SP;3541802;Queiroz;1;
SP;3541901;Queluz;3;
SP;3542008;Quintana;0;
SP;3542107;Rafard;0;
SP;3542206;Rancharia;5;
SP;3542305;Redenção da Serra;0;
SP;3542404;Regente Feijó;1;
SP;3542503;Reginópolis;0;
SP;3542602;Registro;11;
SP;3542701;Restinga;1;
SP;3542800;Ribeira;0;
SP;3542909;Ribeirão Bonito;2;
SP;3543006;Ribeirão Branco;3;
SP;3543105;Ribeirão Corrente;0;
SP;3543204;Ribeirão do Sul;0;
SP;3543238;Ribeirão dos Índios;0;
SP;3543253;Ribeirão Grande;0;
SP;3543303;Ribeirão Pires;6;
SP;3543402;Ribeirão Preto;70;
SP;3543501;Riversul;0;
SP;3543600;Rifaina;0;
SP;3543709;Rincão;1;
SP;3543808;Rinópolis;0;
SP;3543907;Rio Claro;44;
SP;3544004;Rio das Pedras;0;
SP;3544103;Rio Grande da Serra;2;
SP;3544202;Riolândia;2;
SP;3544251;Rosana;3;
SP;3544301;Roseira;2;
SP;3544400;Rubiácea;0;
SP;3544509;Rubinéia;0;
SP;3544608;Sabino;2;
SP;3544707;Sagres;0;
SP;3544806;Sales;1;
SP;3544905;Sales Oliveira;1;
SP;3545001;Salesópolis;2;
SP;3545100;Salmourão;1;
SP;3545159;Saltinho;0;
SP;3545209;Salto;4;
SP;3545308;Salto de Pirapora;7;
SP;3545407;Salto Grande;1;
SP;3545506;Sandovalina;0;
SP;3545605;Santa Adélia;1;
SP;3545704;Santa Albertina;0;
SP;3545803;Santa Bárbara d'Oeste;13;
SP;3546009;Santa Branca;1;
SP;3546108;Santa Clara d'Oeste;0;
SP;3546207;Santa Cruz da Conceição;0;
SP;3546256;Santa Cruz da Esperança;0;
SP;3546306;Santa Cruz das Palmeiras;3;
SP;3546405;Santa Cruz do Rio Pardo;1;
SP;3546504;Santa Ernestina;0;
SP;3546603;Santa Fé do Sul;4;
SP;3546702;Santa Gertrudes;2;
SP;3546801;Santa Isabel;2;
SP;3546900;Santa Lúcia;1;
SP;3547007;Santa Maria da Serra;1;
SP;3547106;Santa Mercedes;1;
SP;3547205;Santana da Ponte Pensa;1;
SP;3547304;Santana de Parnaíba;14;
SP;3547403;Santa Rita d'Oeste;0;
SP;3547502;Santa Rita do Passa Quatro;3;
SP;3547601;Santa Rosa de Viterbo;1;
SP;3547650;Santa Salete;0;
SP;3547700;Santo Anastácio;3;
SP;3547809;Santo André;35;
SP;3547908;Santo Antônio da Alegria;0;
SP;3548005;Santo Antônio de Posse;4;
SP;3548054;Santo Antônio do Aracanguá;0;
SP;3548104;Santo Antônio do Jardim;0;
SP;3548203;Santo Antônio do Pinhal;0;
SP;3548302;Santo Expedito;0;
SP;3548401;Santópolis do Aguapeí;0;
SP;3548500;Santos;28;
SP;3548609;São Bento do Sapucaí;0;
SP;3548708;São Bernardo do Campo;57;
SP;3548807;São Caetano do Sul;2;
SP;3548906;São Carlos;49;
SP;3549003;São Francisco;0;
